"_tid_","T1","T2","T3","T4","T5","T6","T7","T8","T9"
"1102","18.79","17.29","20.29","18.1","16.82636364","-5.444444444","19.82333333","19","16.66666667"
"1103","18.79","17.26","19.6","18.06666667","16.79","-5.433333333","17.89","19","16.6"
"1104","18.79","17.2","19.6","18","16.80666667","-5.433333333","17.89","18.945","16.6"
"1105","18.7","17.2","_nan_","18","16.79555556","-5.494444444","_nan_","18.89","16.6"
"1106","18.7","17.2","19.2","18","16.79","-5.576111111","_nan_","18.89","16.6"
"1107","18.7","17.2","19.2","17.89","16.79","-5.715","_nan_","18.89","_nan_"
"1108","18.7","17.2","19.1","17.89","16.77","-5.798888889","17.29","18.86777778","16"
"1109","18.7","17.2","19.1","17.89","16.73","-5.833333333","17.29","18.81777778","16.7"
"1110","18.625","17.13333333","19.1","17.89","16.745","-5.822222222","17.29","18.80176471","16.39"
"1111","18.6","17.13333333","19.1","17.89","16.7","-5.708333333","17.29","18.79","16.5"
"1112","18.6","17.13333333","19.1","17.89","16.7","-5.625","17.29","18.77","16.5"
"1113","18.6","17.2","19.03333333","17.89","16.7","-5.403888889","17.29","18.745","16.39"
"1114","18.6","17.26","19.06666667","17.92666667","16.7","-5.127222222","17.29555556","18.71","16.39"
"1115","18.6","17.29","19.06666667","18","16.7","-4.837222222","17.30666667","18.74","_nan_"
"1116","18.6","17.35666667","19","18.13333333","16.7","-4.578333333","17.32888889","18.71","15.96333333"
"1117","18.6","_nan_","19.1","18.2","16.68888889","_nan_","17.39","18.765","17.1"
"1118","18.7","_nan_","19.03333333","18.29","16.68888889","-3.929444444","17.43277778","18.79","17.06666667"
"1119","18.76","_nan_","19","18.29","16.67777778","-3.627222222","17.5","18.79","16.6"
"1120","18.79","_nan_","19","18.29","16.63888889","-3.292777778","17.5","18.79","16.6"
"1121","18.79","_nan_","19","18.29","16.6","-2.97","17.5","18.80666667","16.6"
"1122","18.79","17.7","19","18.29","16.6","-2.726666667","17.5","18.85666667","16.66666667"
"1123","18.85666667","17.76","19","18.29","16.6","-2.561666667","17.51111111","18.81777778","16.7"
"1124","18.89","17.79","19","18.29","16.6","-2.341111111","17.6","18.82888889","16.7"
"1125","18.89","17.79","19","18.29","16.6","-2.097777778","17.66666667","18.87888889","16.7"
"1126","18.89","17.79","19","18.29","16.6","-1.902777778","17.76055556","18.89","16.7"
"1127","18.92666667","17.79","19","18.29","16.6","-1.755","17.90944444","18.93277778","16.7"
"1128","19","17.79","19","18.23","16.6","-1.65","18.01111111","19.07777778","16.73"
"1129","19","17.79","19","18.2","16.6","-1.498333333","18.06111111","19.215","16.73"
"1130","19","17.85666667","19.06666667","18.2","16.6","-1.375555556","18.1","19.29","16.79"
"1131","19","17.79","19.06666667","18.1","16.57777778","_nan_","18.1","19.29","16.79"
"1132","19","17.79","19.06666667","18.1","16.58888889","_nan_","18.1","19.29","16.89"
"1133","19","17.79","19","18.1","16.51666667","_nan_","18.11666667","19.30111111","16.89"
"1134","19","17.79","19","18.16666667","16.51111111","_nan_","18.17166667","19.32333333","16.82333333"
"1135","19","17.79","18.945","18.1","16.51111111","_nan_","18.28777778","19.35111111","16.82333333"
"1136","_nan_","17.79","19","18.16666667","16.5","_nan_","18.43277778","19.39","16.79"
"1137","19.1","17.79","19","18.1","16.5","_nan_","18.6","19.39611111","16.79"
"1138","_nan_","17.82333333","19","18.1","16.5","_nan_","18.74055556","19.46333333","16.89"
"1139","_nan_","_nan_","19","18.2","16.5","-0.311111111","18.88722222","19.54375","16.79"
"1140","19.29","17.89","19.03333333","18.2","16.5","-0.3","19.02222222","19.65","16.79"
"1141","_nan_","18","19.03333333","18.23","16.5","-0.277777778","19.16666667","19.76055556","16.79"
"1142","_nan_","18","19.03333333","18.29","16.46333333","-0.376190476","19.2","19.89","16.84"
"1143","19.79","18.03333333","19.1","18.23","16.48777778","-0.4","19.225","19.95722222","16.79"
"1144","19.29","18.1","19.1","18.29","16.46333333","-0.404761905","19.29","20.05","16.89"
"1145","19.34","18.1","19.1","18.23","16.5","-0.488888889","19.29","20.10555556","16.89"
"1146","19.39","18.1","19.1","18.23","16.47555556","-0.522222222","19.29","20.11666667","16.89"
"1147","19.39","18.1","19.1","18.23","16.42055556","-0.7","19.265","20.1","16.89"
"1148","19.29","18.1","19.06666667","18.2","16.39","-0.738888889","19.2","20.1","16.89"
"1149","19.29","18.1","19","18.2","16.39","-0.766666667","19.22","20.1","16.89"
"1150","19.29","18.1","19","18.13333333","16.39","-0.866666667","19.2","20.1","16.89"
"1151","19.29","18","19","18.13333333","16.39","-1.016666667","19.17222222","20.08333333","16.89"
"1152","19.26","18","19","18.06666667","16.39","-1.431111111","_nan_","20","16.89"
"1153","19.2","18","19","18","16.39","-1.952777778","_nan_","19.99388889","16.85666667"
"1154","19.2","17.92666667","19","18","16.39","-2.325555556","_nan_","19.90222222","16.79"
"1155","19.2","17.89","19","18","16.37333333","-2.746111111","_nan_","19.82888889","16.79"
"1156","19.2","17.82333333","19","17.89","16.32333333","_nan_","18.89","19.77615385","18.2"
"1157","19.2","17.79","19","17.89","16.31222222","_nan_","18.84","19.75785714","16.79"
"1158","19.16666667","17.7","18.92666667","17.89","16.31222222","-3.622777778","18.79","19.79","17.89"
"1159","19.1","17.7","18.76","17.815","16.29","-3.804444444","18.765","19.85722222","17.1"
"1160","19.06666667","17.66666667","18.7","17.79","16.29","-3.862777778","18.7","19.96117647","18.2"
"1161","19","17.66666667","18.7","17.79","16.29","-4.061666667","18.65","20.08888889","16.7"
"1162","19","17.66666667","18.7","17.79","16.29","-4.196111111","18.6","20.15555556","16.7"
"1163","19","17.6","18.73","17.7","16.29","-4.365555556","18.55","20.23315789","16.7"
"1164","19","17.6","18.79","17.7","16.29","-4.560555556","_nan_","20.29","16.675"
"1165","19","17.66666667","18.79","17.7","16.2675","-4.691111111","_nan_","20.29","16.6"
"1166","19","17.73","18.79","17.7","16.29","-4.793888889","_nan_","20.29","16.6"
"1167","19.03333333","17.79","18.79","17.6","16.254","-4.833333333","_nan_","20.272","16.6"
"1168","19.16666667","17.89","18.93","17.6","16.245","-4.894444444","_nan_","20.2","16.56666667"
"1169","19.2","17.96333333","_nan_","17.6","16.3","-4.982222222","18.16666667","20.29","16.56666667"
"1170","19.26","18.03333333","_nan_","17.53333333","16.9","-4.971111111","18.1","20.29","16.5"
"1171","19.32333333","18.1","_nan_","17.5","16.96","-4.997222222","18","20.32333333","16.5"
"1172","19.39","18.2","20.5","17.5","17.22666667","-5.216111111","18","20.39","16.46333333"
"1255","18.2","16.89","_nan_","_nan_","18.19333333","_nan_","16.5","18.6","15.89"
"1173","19.39","18.26","_nan_","17.86666667","18.29","-5.355555556","17.89","20.39","16.46333333"
"1174","19.39","18.42666667","19.6","18.53333333","17","-5.433333333","17.89","20.46333333","16.39"
"1175","19.5","19","20.6","19.26666667","17.79","-5.51","17.85666667","20.5","16.39"
"1176","19.56666667","18.89","20.46333333","19.79333333","17.79","-5.585","17.79","20.5","16.39"
"1177","19.63333333","_nan_","20.32333333","20.19666667","17.89","-5.662222222","17.7","20.5","16.39"
"1178","19.7","_nan_","20.26","20.445","17.89","-5.738888889","17.7","20.5","16.29"
"1179","19.7","_nan_","20.2","20.32333333","18","-5.651111111","17.7","20.5","16.29"
"1180","19.7","_nan_","20.1","20.1","18","-5.601111111","17.6","20.5","16.29"
"1181","19.73","_nan_","20.03333333","19.96","18","-5.59","17.6","20.5","16.29"
"1182","19.79","18.89","19.96333333","19.76","18.13333333","-5.585","17.56666667","20.42666667","16.23"
"1183","19.79","19","19.82333333","19.56666667","19.16666667","-5.53","17.5","20.42666667","16.315"
"1184","19.79","18.92666667","19.79","19.46333333","18.83333333","-5.477777778","17.5","20.445","16.39"
"1185","19.79","18.89","20.26","19.32333333","18.445","-5.5","17.5","20.42666667","16.39"
"1186","19.79","18.89","_nan_","19.16666667","18.26","-5.540555556","17.5","20.39","16.39"
"1187","19.79","18.92666667","_nan_","19.1","18.13333333","-5.691111111","17.5","20.39","16.39"
"1188","19.79","19","_nan_","18.96333333","18.1","-5.751111111","17.5","20.39","17.1"
"1189","19.79","18.89","_nan_","18.89","18.03333333","-5.780555556","17.5","_nan_","17.1"
"1190","_nan_","18.89","19.29","18.79","17.5","-5.933333333","17.5","_nan_","16.89"
"1191","_nan_","19","19.29","18.73","17.39","-6.01","17.5","20.29","16.39"
"1192","_nan_","18.92666667","19.23","18.66666667","17.5","-6.01","17.5","20.29","16.39"
"1193","_nan_","18.89","_nan_","18.6","17.5","-6","17.5","20.29","16.39"
"1194","_nan_","18.89","_nan_","18.5","17.2","-5.977777778","17.46333333","20.2","16.39"
"1195","_nan_","18.79","_nan_","18.5","17.5","-5.761666667","17.39","20.13333333","16.39"
"1196","_nan_","18.7675","_nan_","18.39","17.7","-5.442222222","17.39","20.2","16.39"
"1197","18.6","18.7","19.1","18.365","17.7","-5.127222222","17.39","20.13333333","16.39"
"1198","19.7","18.66666667","_nan_","18.29","17.6","-4.749444444","17.39","_nan_","16.39"
"1199","19.63333333","18.6","19.06666667","18.26","17.6","-4.575","17.39","_nan_","16.32333333"
"1200","19.6","18.5","19","18.2","17.56666667","-4.63","17.39","_nan_","16.39"
"1201","19.6","18.5","18.96333333","18.16666667","17.5","-4.86","17.39","_nan_","16.39"
"1202","19.56666667","18.39","18.89","18.1","17.5","-4.986111111","17.32333333","_nan_","16.39"
"1203","19.5","18.39","18.89","18.1","17.42666667","-5.107777778","17.29","_nan_","16.39"
"1204","19.42666667","18.29","18.89","18.03333333","17.39","-5.232777778","17.29","_nan_","16.39"
"1205","19.39","18.23","18.89","18","17.35666667","-5.372222222","17.29","20.6","16.39"
"1206","19.39","_nan_","18.89","18","17.29","-5.488333333","17.29","19.73","16.39"
"1207","19.35666667","_nan_","18.89","17.96333333","17.29","-5.591111111","17.29","19.7","16.39"
"1208","19.29","_nan_","18.89","17.89","17.29","-5.623333333","17.29","19.7","16.39"
"1209","19.26","_nan_","18.89","17.89","17.29","-5.623333333","17.29","19.7","16.39"
"1210","19.2","_nan_","18.89","17.82333333","17.23","-5.684444444","17.23","19.63333333","16.35666667"
"1211","19.2","17.92666667","18.89","17.85666667","17.5","-5.752857143","17.26","19.6","16.35666667"
"1212","19.13333333","17.89","18.89","17.79","17.5","-5.861904762","17.26","19.6","16.39"
"1213","19.1","17.82333333","18.89","17.79","17.175","-5.816666667","17.2","19.6","16.32333333"
"1214","19.1","17.79","18.89","17.73","17.1","-5.85","17.2","19.6","16.39"
"1215","_nan_","17.7225","18.89","17.745","17.1","-5.861111111","17.2","19.5","16.39"
"1216","_nan_","17.7","18.89","17.7","17.1","-5.745","17.2","19.5","16.35666667"
"1217","_nan_","17.7","18.96333333","17.7","17.1","-5.591666667","17.13333333","19.46333333","16.35666667"
"1218","_nan_","_nan_","18.92666667","17.6","17.03333333","-5.438888889","17.16666667","19.39","16.39"
"1219","18.89","17.5","19","17.6","17","-5.238333333","17.1","19.39","16.39"
"1220","20","17.5","19","17.6","18.12","-5.226666667","17.1","19.39","16.39"
"1221","20","17.5","19","17.6","18.12","-5.226666667","17.1","19.35666667","16.29"
"1222","_nan_","17.5","19","17.5","17.7","-5.125","17.1","19.29","16.35666667"
"1223","_nan_","17.39","19","17.5","16.7","-4.959444444","17.1","19.29","16.39"
"1224","_nan_","17.39","19","17.46333333","16.7","-4.663333333","17.1","19.29","16.39"
"1225","_nan_","17.35666667","19","17.46333333","16.6","-4.549444444","17.1","19.29","16.35666667"
"1226","18.66666667","17.29","19","17.5","16.7","-4.361111111","17.1","19.2","16.29"
"1227","18.6","17.29","18.92666667","17.5","16.7","-4.148888889","17.03333333","19.26","16.39"
"1228","18.6","17.23","18.89","17.39","16.79","-3.902777778","17","19.2","16.39"
"1229","18.6","17.2","18.89","17.39","16.79","-3.691666667","17","19.2","16.35666667"
"1230","18.56666667","17.2","18.89","17.39","16.79","-3.513333333","17","19.16666667","16.35666667"
"1231","18.5","17.16666667","18.92666667","17.32333333","16.73","-3.411111111","17","19.1","16.29"
"1232","18.5","17.1","18.92666667","17.35666667","16.79","-3.482222222","17","19.1","16.29"
"1233","18.5","17.1","18.85666667","17.29","16.79","-3.575","16.98","19.1","16.29"
"1234","18.5","17.1","18.79","17.29","16.79","-3.545","16.96333333","19.05","16.29"
"1235","18.5","17.1","18.79","17.29","16.86357143","-3.53","16.90833333","19.03333333","16.32333333"
"1236","18.5","17.06666667","18.73","17.29","16.96071429","-3.45","16.85666667","19","16.32333333"
"1237","18.42666667","17","18.7","17.29","16.87333333","-3.4","16.79","18.95722222","16.29"
"1238","18.39","17","18.7","17.29","16.79","-3.411111111","16.79","18.94076923","16.29"
"1239","18.39","17","18.66666667","17.2","16.77363636","-3.477222222","16.76545455","18.87333333","16.245"
"1240","18.39","16.89","18.6","17.2","16.725","-3.684444444","16.73","18.87333333","16.2"
"1241","18.34","16.89","18.6","17.2","16.68333333","-3.875555556","16.7","18.81777778","16.2"
"1242","18.32333333","16.89","18.6","17.13333333","16.6625","-3.826666667","16.7","18.80111111","16.16666667"
"1243","18.29","16.89","18.6","17.1","16.62222222","-3.667222222","16.68571429","18.79","_nan_"
"1244","18.29","16.79","18.6","17.1","16.6","-3.513333333","16.66111111","18.79","16.1"
"1245","18.29","16.79","18.53333333","17.1","16.6","_nan_","16.61111111","18.79","16.1"
"1246","18.23","16.79","18.6","17.1","16.54166667","_nan_","16.6","18.745","16.06666667"
"1247","18.2","16.79","18.6","17","16.5","_nan_","16.6","18.7","16"
"1248","18.2","16.89","18.56666667","17","16.5","_nan_","16.6","18.7","16"
"1249","18.2","16.89","18.5","17","16.5","_nan_","16.6","18.7","16"
"1250","18.2","16.89","18.46333333","17","16.5","-2.73","16.53333333","18.7","16"
"1251","18.2","16.96333333","18.39","16.89","16.42666667","-2.56","16.5","18.7","16"
"1252","18.2","17","18.39","16.89","16.39","-2.433333333","16.5","18.7","15.89"
"1253","18.2","16.89","19.1","16.89","17.3975","-2.26","16.5","18.675","15.89"
"1254","18.26","16.89","_nan_","16.89","18.99333333","_nan_","16.5","18.6","15.89"
"1256","18.2","16.89","_nan_","_nan_","17.58333333","_nan_","16.41","18.68181818","15.89"
"1257","18.2","16.89","_nan_","_nan_","17.23277778","_nan_","16.43888889","18.755","15.89"
"1258","18.2","16.82333333","18.5","_nan_","17.27","_nan_","16.4175","18.815","15.89"
"1259","18.2","16.79","18.42666667","16.89","17.29","_nan_","16.39","18.82333333","15.8"
"1260","18.125","16.79","18.39","16.89","17.23","_nan_","16.39","18.96333333","15.8"
"1261","18.1","16.79","18.39","16.89","17.16666667","-0.566666667","16.63333333","19.03333333","15.8"
"1262","18.1","16.79","18.35666667","16.79","17.1","-0.366666667","16.76","19.03333333","15.8"
"1263","18.1","16.79","18.29","16.79","17","-0.233333333","16.72666667","19.1","15.89"
"1264","18.1","16.79","18.29","16.79","17","-0.033333333","16.6","19.1","15.8"
"1265","18.1","16.79","18.29","16.79","16.89","0.166666667","16.6","19.06666667","15.8"
"1266","18.1","16.79","18.23","16.79","16.89","0.233333333","16.51428571","19","15.8"
"1267","18.03333333","16.79","18.23","16.79","16.82571429","0.35","16.5","19.00625","15.89"
"1268","18","16.79","18.29","20.82333333","16.79","0.475","16.5","19.08888889","15.89"
"1269","18","16.79","18.29","_nan_","16.79","0.62","16.5","19.15882353","15.89"
"1270","18","16.79","18.29","18.8","16.76428571","0.95","16.5","19.21","15.89"
"1271","18","16.79","18.29","20.29","16.70529412","1.29","16.5","19.29","15.89"
"1272","17.89","16.76","18.29","16.7","16.7","1.356666667","16.48","19.3525","15.89"
"1273","17.89","_nan_","18.2","16.7","16.67142857","1.4175","16.45111111","19.45111111","15.8"
"1274","17.89","16.76","18.2","16.7","16.62777778","1.5","16.43888889","19.5","15.8"
"1275","17.89","16.7","18.2","16.7","16.6","1.795","16.39","19.51538462","15.8"
"1276","17.85666667","16.7","18.2","16.7","16.6","2.09","16.39","19.55454545","15.8"
"1277","17.79","16.7","18.2","16.6","16.6","2.19","16.39","19.54545455","15.8"
"1278","17.79","16.7","18.2","16.66666667","16.52777778","2.29","16.39","19.61666667","15.8"
"1279","17.79","16.7","18.2","16.6","16.51111111","2.29","16.39","19.7","15.8"
"1280","17.79","16.7","18.2","16.6","16.5","2.29","16.39","19.69444444","15.8"
"1281","17.7","16.7","18.2","16.6","16.5","2.26","16.39","19.63333333","15.8"
"1282","17.7","16.7","18.13333333","16.6","16.47555556","2.2","19.39","19.6","15.8"
"1283","17.7","16.6","18.05","16.6","16.42055556","2.245","18.7","19.6","15.8"
"1284","17.7","16.6","18","16.53333333","16.39","2.23","18.5","19.61666667","15.76333333"
"1285","17.6","16.6","18","16.5","16.39","2.163333333","19.1","19.7","15.69"
"1286","17.6","16.6","18","16.5","16.39","2.03","18.89","19.735","15.69"
"1287","17.6","16.6","18","16.5","16.37888889","_nan_","16.29","19.79","15.69"
"1288","17.6","16.56666667","18","16.5","16.35666667","_nan_","16.29","19.85111111","15.69"
"1289","17.6","16.55","18","16.5","16.31777778","_nan_","16.29","19.89","15.63"
"1290","17.6","16.5","18","16.46333333","16.29","_nan_","16.29","19.98166667","15.69"
"1291","17.5","16.5","18","16.39","16.29","_nan_","_nan_","20.01666667","15.69"
"1292","17.5","16.5","18","16.39","16.27","_nan_","_nan_","20.08888889","15.6"
"1293","17.5","16.5","18","16.39","16.26","_nan_","_nan_","20.1","15.6"
"1294","17.5","16.42666667","17.96333333","16.39","16.235","1.9","18.29","20.13333333","15.6"
"1295","17.5","16.42666667","17.89","16.39","16.21","1.826666667","21.2","20.12777778","15.6"
"1296","17.5","16.42666667","17.89","16.39","16.2","1.6","18.39","20.18888889","15.6"
"1297","17.39","16.39","17.89","21.2","16.2","1.533333333","16.2","20.2","15.6"
"1298","17.39","16.39","17.85666667","18.7","16.2","1.39","16.2","20.11666667","15.6"
"1299","17.39","16.39","17.79","18.5","16.17222222","1.323333333","16.2","20.1","15.6"
"1300","17.39","16.39","17.79","16.29","16.12222222","1.2","16.2","20.13333333","15.6"
"1301","17.39","16.39","17.79","16.29","16.1","1.2","16.2","20.13333333","15.5"
"1302","17.39","16.39","17.79","16.2","16.1","1.1","16.11666667","20.1","15.5"
"1303","17.39","16.5","17.79","16.2","16.1","1.1","16.1","20.12222222","15.5"
"1304","17.39","16.5","17.79","16.2","16.1","1.1","16.1","20.13333333","15.5"
"1305","17.46333333","16.63333333","17.79","16.2","16.1","_nan_","16.1","20.13333333","15.5"
"1306","17.53333333","16.76","17.79","16.2","16.06666667","_nan_","16.1","20.18333333","15.5"
"1307","17.6","16.96","17.79","16.2","16.03888889","0.8","16.1","20.2","15.5"
"1308","17.76333333","17.2225","17.85666667","16.2","16.07222222","0.8","16.1","20.2","15.42666667"
"1309","17.96333333","17.46333333","18.06666667","16.2","16.01666667","0.8","16.1","20.17222222","15.39"
"1310","18.23","17.66333333","18.4","16.13333333","16","0.8","16.1","20.1","15.39"
"1311","18.35666667","17.85666667","18.86","16.1","16","0.7","16.2","20.12777778","15.39"
"1312","18.53333333","18.03333333","19.13333333","16.1","16","0.7","16.2","20.17777778","15.39"
"1313","18.6","18.16666667","19.46","16.13333333","16.05555556","0.733333333","17.39","20.2","15.39"
"1314","18.73","18.32333333","19.66666667","16.2","16.44166667","0.8","16.1","20.2","15.4175"
"1315","18.85666667","18.46333333","19.82333333","16.23","16.88833333","0.8","16.1","20.2","15.5"
"1316","19","18.63333333","19.96333333","16.23","17","0.8","16.1","20.2","15.53333333"
"1317","19.1","18.76","19.85666667","16.23","16","0.833333333","16.1","20.2","15.66"
"1318","19.26","18.92666667","19.73","16.62333333","18.22","0.9","16.1","20.2","15.72666667"
"1319","19.42666667","19","19.56666667","17.45666667","18.38166667","0.9","16.1","20.2","15.8"
"1320","19.5","19.13333333","19.4725","18.12333333","18.29","0.9","16.1","20.2","15.8"
"1321","19.6","19.2","19.39","18.8","18.245","0.95","16.1","20.2","15.86"
"1322","19.66666667","19.29","19.29","19.26","18.07166667","0.9","16.1","20.2","15.89"
"1323","19.7","19.29","19.29","19.8","17.87444444","0.9","16.1","20.12777778","15.89"
"1324","19.76","19.39","19.29","20.19333333","17.72944444","0.9","16.1","20.09444444","15.92666667"
"1325","19.79","19.46333333","19.29","18.7","17.63333333","0.9","16.1","20.01111111","16"
"1326","19.85666667","19.5","19.16666667","19.5","17.53888889","0.9","16.1","19.945","16"
"1327","19.89","19.575","19.1","21.53333333","17.42055556","0.833333333","16.1","19.91444444","16.06666667"
"1328","19.89","19.6","19","19.5","17.32888889","0.9","16.1","19.91444444","16"
"1329","19.92666667","19.6","18.92666667","19.42666667","17.28","0.9","16.11666667","19.90222222","16"
"1330","20","19.6","18.89","19.59666667","17.245","0.9","16.16666667","19.89","16"
"1331","20","19.6","18.82333333","19.99666667","17.2","0.833333333","16.17777778","19.86222222","16"
"1332","20","19.6","18.79","20.06666667","17.11666667","0.9","16.17777778","19.81222222","15.945"
"1333","20","19.56666667","18.73","19.92666667","17.07222222","0.833333333","16.17777778","19.79","15.96333333"
"1334","20","19.5","18.76","19.76","17","0.8","16.2","19.79","15.89"
"1335","19.46333333","19.5","18.7","19.63333333","16.98166667","0.666666667","16.2","19.79","15.89"
"1336","18.89","19.42666667","18.7","19.5","16.92666667","0.6","16.2","19.79","15.89"
"1337","19.79","19.35666667","18.7","19.42666667","16.89","0.6","16.2","19.76","15.89"
"1338","19.76","19.29","18.7","19.26","16.39","0.6","16.2","19.705","15.89"
"1339","19.7","19.2","18.7","19.13333333","16.39","0.6","16.2","19.7","15.89"
"1340","19.66666667","19.13333333","18.7","18.96333333","16.39","0.6","16.2","19.7","15.89"
"1341","19.6","19.06666667","18.7","18.82333333","16.39","0.666666667","16.2","19.7","15.89"
"1342","19.56666667","19","18.63333333","18.7","16.39","0.666666667","16.2","19.7","15.89"
"1343","19.5","18.89","18.6","18.65","17.5","0.6","16.2","19.7","15.89"
"1344","19.46333333","18.82333333","18.6","18.5","16.7","0.666666667","16.2","19.7","15.89"
"1345","19.39","18.76","18.6","20.6","16.65","0.633333333","16.1","21.5","15.69"
"1346","19.35666667","18.675","18.6","18.32333333","16.6","0.7","16.2","22.79","15.89"
"1347","19.29","18.6","18.7","18.26","16.6","0.7","16.2","19.7","15.89"
"1348","19.29","18.56666667","18.7","18.2","16.59444444","0.7","16.2","19.7","15.89"
"1349","19.23","18.5","18.79","18.1","16.51111111","0.6","16.2","19.7","15.89"
"1350","19.2","18.39","18.79","18.1","16.5","0.666666667","16.2","19.7","15.89"
"1351","19.13333333","18.39","18.79","18","16.5","0.7","16.2","19.39","15.89"
"1352","19.1","18.29","18.79","18","16.5","0.7","16.2","19.39","15.89"
"1353","19.1","18.29","18.79","17.89","16.42055556","0.7","16.2","19.36222222","15.89"
"1354","19.06666667","18.2","18.73","17.82333333","16.39","0.7","16.2","19.33444444","15.89"
"1355","19","18.2","18.7","17.79","16.39","0.633333333","16.1","19.29","15.89"
"1356","18.89","18.1","18.7","17.79","16.39","0.6","16.2","19.29","15.89"
"1357","18.89","18.1","18.7","17.7","16.39","0.6","16.2","19.29","15.89"
"1358","18.89","18","18.7","17.7","16.37","_nan_","_nan_","19.29","15.89"
"1359","18.79","18","18.7","17.66666667","16.36894737","0.5","19.79","19.265","15.89"
"1360","18.73","17.89","18.7","17.6","16.29","0.466666667","16.18333333","19.2","15.89"
"1361","18.7","17.89","18.7","17.6","16.29","0.4","16.11111111","19.2","15.89"
"1362","18.7","17.89","18.7","19.39","16.29","0.366666667","16.1","19.17777778","15.89"
"1363","18.6","17.82333333","18.7","19.39","16.29","0.366666667","16.13888889","19.2","15.89"
"1364","18.6","17.76","18.73","20.2","16.26","0.3","16.14444444","19.16666667","15.89"
"1365","18.6","17.745","18.73","19.92666667","16.22","0.233333333","16.15","19.16666667","15.89"
"1366","18.6","17.7","18.7","20.39","16.272","0.2","16.11111111","19.19444444","15.89"
"1367","18.5","17.7","18.63333333","17.39","16.21894737","0.133333333","16.11111111","19.11111111","15.89"
"1368","18.5","17.63333333","18.6","17.39","16.2","0.1","16.12222222","19.1","15.89"
"1369","18.46333333","17.5","18.6","17.39","16.2","0","16.1","19.1","15.89"
"1370","18.39","17.1","18.6","17.35666667","16.2","-0.233333333","16.1","19.08333333","15.89"
"1371","18.39","16.89","18.6","17.29","16.2","-0.5","16.1","19","15.89"
"1372","18.39","17.03333333","18.7","17.29","16.2","-0.833333333","16.1","19","15.89"
"1373","18.35666667","19.42666667","18.7","17.29","16.19444444","-1.263333333","16.1","19","15.89"
"1374","18.29","19.39","18.7","17.29","16.16111111","-1.53","16.1","19","15.89"
"1375","18.29","17.1","18.7","17.23","16.11666667","-1.766666667","16.1","18.98777778","15.89"
"1376","18.29","19","18.65","17.2","16.1","-1.966666667","16.1","18.93277778","15.89"
"1377","18.29","17.35666667","18.6","17.2","16.1","-2.06","16.1","21.29","15.89"
"1378","18.26","17.35666667","18.53333333","17.2","16.1","-1.933333333","16.08888889","21.39","15.89"
"1379","18.2","17.35666667","18.5","17.13333333","16.1","-1.963333333","16.07777778","21.39","15.89"
"1380","18.2","17.29","18.5","17.2","16.1","-2.09","16.08888889","20.2","15.89"
"1381","18.2","17.29","18.5","16.89","16.1","-2.433333333","16.07222222","18.7","15.89"
"1382","18.2","17.23","18.5","16.89","16.1","-2.56","16","18.7","15.89"
"1383","18.2","17.2","18.5","17.1","16.07222222","-2.59","16","18.765","15.86"
"1384","18.16666667","17.2","18.5","17.03333333","16.02777778","-2.59","15.945","18.72","15.8"
"1385","18.1","17.13333333","18.39","17","16.03888889","-2.5","15.92666667","18.68888889","18.2"
"1386","18.1","17.1","18.39","17","16.03888889","-2.626666667","15.89","18.60555556","15.69"
"1387","18.1","17.1","18.39","16.89","16.13888889","_nan_","15.89","18.6","15.39"
"1388","18.06666667","17","18.39","16.89","16.2","-3.03","15.885","18.53888889","15.6"
"1389","18","17","18.29","16.89","16.2","-3.163333333","15.825","18.5","15.6"
"1390","18","17","18.23","16.82333333","16.2","-3.23","15.805","18.43277778","15.69"
"1391","18","16.92666667","18.2","16.82333333","16.2","-3.23","15.8","18.39","15.69"
"1392","17.89","16.89","18.2","16.79","16.22","-3.29","15.8","18.39","15.69"
"1393","17.89","16.89","18.2","16.79","16.21","-3.29","15.8","18.34","15.69"
"1394","17.89","16.89","18.2","16.79","16.225","-3.29","15.8","18.29","15.6"
"1395","17.85666667","16.89","18.2","16.79","16.23","-3.29","15.8","18.28","15.6"
"1396","17.79","16.79","18.29","16.79","16.265","-3.163333333","20.89","18.205","15.6"
"1397","17.79","16.79","18.39","16.82333333","16.285","-3.03","20.92666667","18.2","15.6"
"1398","17.79","_nan_","18.1","16.96333333","16.28","_nan_","_nan_","18.2","15.6"
"1399","17.79","_nan_","18.1","17.05","16.28","_nan_","15.72055556","18.17777778","15.6"
"1400","17.79","_nan_","18.06666667","17.23","16.29","_nan_","15.70833333","18.13888889","15.6"
"1401","17.79","_nan_","18","17.29","16.29","_nan_","15.70222222","18.1","_nan_"
"1402","17.79","_nan_","18","17.32333333","16.29","_nan_","15.75722222","18.1","_nan_"
"1403","17.79","_nan_","18.06666667","17.46333333","16.29","_nan_","15.78777778","18.08888889","_nan_"
"1404","17.79","_nan_","18.1","17.63333333","16.29","_nan_","15.78777778","18.08888889","_nan_"
"1405","17.79","_nan_","18.1","17.76","16.29","_nan_","15.81","18.1","_nan_"
"1406","17.85666667","17.16666667","18.1","17.82333333","16.29","-0.8","15.885","18.1","15.63"
"1407","17.89","17.29","18.1","18","16.29","-0.466666667","15.89","18.1","15.69"
"1408","17.96333333","17.63333333","18.1","17.92666667","16.29","-0.266666667","15.93277778","18.1","15.69"
"1409","18","16.89","18.1","18","16.30111111","0.033333333","15.97555556","18.1","15.69"
